Rep	Block	PD	Environment	Genotype	Yield  
2	5	High	Nyankpala	TZMI740 x 1368	5.04
2	5	High	Nyankpala	TZdEI501 x TZEI387	4.93
2	5	High	Nyankpala	CML16 x TZEI7	5.56
2	5	High	Nyankpala	CML16 x 87036	4.27
2	6	High	Nyankpala	ENT11 x TZEI1	4.29
2	6	High	Nyankpala	TZdEI501 x 87036	4.91
2	6	High	Nyankpala	M131 x TZEI7	4.52
2	6	High	Nyankpala	TZMI740 x CML16	6.46
2	6	High	Nyankpala	M131 x CML16	6.12
2	6	High	Nyankpala	TZMI740 x M131	5.62
2	7	High	Nyankpala	M131 x 1368  	4.09
2	7	High	Nyankpala	TZEI387 x 87036	5.25
2	7	High	Nyankpala	1368 x TZEI7	4.86
2	7	High	Nyankpala	1368 x ENT11	3.48
2	7	High	Nyankpala	TZdEI501 x CML16	4.38
2	7	High	Nyankpala	TZMI740 x 87036	4.17
2	8	High	Nyankpala	CML16 x 1368	4.66
2	8	High	Nyankpala	TZMI740 x ENT11	5.26
2	8	High	Nyankpala	M131 x TZEI387	5.67
2	8	High	Nyankpala	TZMI740 x TZEI7	5.06
2	8	High	Nyankpala	M131 x EXP124	5.16
2	8	High	Nyankpala	TZEI1 x TZEI387	4.44
